N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label,Label_Encoded
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,72,1528.241983,4.571667787,beets,11
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,53,1947.842809,4.534717865,beets,11
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,74,1730.104979,4.595189342,beets,11
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,74,1596.610875,4.592372968,beets,11
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,66,1433.686398,4.551288448,beets,11
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,80,1879.683753,4.568208942,beets,11
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,88,1663.213803,4.599832832,beets,11
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,64,1452.874611,4.555056548,beets,11
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,73,1785.764117,4.588152003,beets,11
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,101,1477.071954,4.608704751,beets,11
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,68,1344.998381,4.509280953,beets,11
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,62,1435.26875,4.531234312,beets,11
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,64,1483.098083,4.558377331,beets,11
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,107,1450.503525,4.527840426,beets,11
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,93,1750.864011,4.589147913,beets,11
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,62,1554.101362,4.572089618,beets,11
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,91,1850.50807,4.598482989,beets,11
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,49,1387.04935,4.614956387,beets,11
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,94,1492.388149,4.611297941,beets,11
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,78,1700.64828,4.560481837,beets,11
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,93,1623.594245,4.601496816,beets,11
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,83,1392.135014,4.585103347,beets,11
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,79,1474.40745,4.514000102,beets,11
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,88,1705.25302,4.517979395,beets,11
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,70,1483.634097,4.530691391,beets,11
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,70,1559.332645,4.519889954,beets,11
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,75,1532.482607,4.533632268,beets,11
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,78,1445.720851,4.617677318,beets,11
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,96,1545.88993,4.54326706,beets,11
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,69,1858.885083,4.617257455,beets,11
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,74,1502.009129,4.603328145,beets,11
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,52,1751.162744,4.595184923,beets,11
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,60,1456.216163,4.529070884,beets,11
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,82,1620.0776,4.574658098,beets,11
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,79,1626.902951,4.588912899,beets,11
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,70,1339.663253,4.573107261,beets,11
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,72,1348.389612,4.623132551,beets,11
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,73,1724.050166,4.513233962,beets,11
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,90,1543.560524,4.512402026,beets,11
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,103,1612.55704,4.589202011,beets,11
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,70,1699.888832,4.54719343,beets,11
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,86,1337.951502,4.592776938,beets,11
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,103,1286.477879,4.567032003,beets,11
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,87,1374.5692,4.536595678,beets,11
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,50,1701.212019,4.528621111,beets,11
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,80,1636.824827,4.535438385,beets,11
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,49,1488.979186,4.577572093,beets,11
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,99,1730.607378,4.559038429,beets,11
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,84,1819.782479,4.514111782,beets,11
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,100,1320.024152,4.515281879,beets,11
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,76,1557.557714,4.520611048,beets,11
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,88,1541.372332,4.566787328,beets,11
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,92,1604.318585,4.622603564,beets,11
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,74,1637.832887,4.580858692,beets,11
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,65,1369.441553,4.611574177,beets,11
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,77,1439.953236,4.590579816,beets,11
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,92,1517.679537,4.515273973,beets,11
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,76,1256.802537,4.541696858,beets,11
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,79,1298.352606,4.54650743,beets,11
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,70,1437.925811,4.534889188,beets,11
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,60,1583.613119,4.561878788,beets,11
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,101,1520.240483,4.598002863,beets,11
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,78,1499.747561,4.521913895,beets,11
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,52,1525.900471,4.522847319,beets,11
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,78,1390.503149,4.526191728,beets,11
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,98,1573.480499,4.508462809,beets,11
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,75,1745.125319,4.590254705,beets,11
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,64,1646.147828,4.510642374,beets,11
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,62,1728.376517,4.574095878,beets,11
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,77,1434.844679,4.573669052,beets,11
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,72,1741.052066,4.618146349,beets,11
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,84,1633.579981,4.508043349,beets,11
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,96,1789.205812,4.589662479,beets,11
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,67,1461.94247,4.526847965,beets,11
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,91,1563.566023,4.506384838,beets,11
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,89,1645.351511,4.564855522,beets,11
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,47,1701.807122,4.593003721,beets,11
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,59,1347.44489,4.548938122,beets,11
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,69,1543.862774,4.530179643,beets,11
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,65,1325.692208,4.57713279,beets,11
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,70,1404.494125,4.581258674,beets,11
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,62,1749.467827,4.578703821,beets,11
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,92,1774.648782,4.595633798,beets,11
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,78,1857.63968,4.52427256,beets,11
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,91,1673.17382,4.60086343,beets,11
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,71,1474.788443,4.515081731,beets,11
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,79,1503.862002,4.575612127,beets,11
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,65,1491.029948,4.560940803,beets,11
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,89,1842.876758,4.503043057,beets,11
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,78,1543.282169,4.589586754,beets,11
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,82,1881.633691,4.527701542,beets,11
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,89,1447.936891,4.573624248,beets,11
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,83,1535.791551,4.54512523,beets,11
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,72,1424.128404,4.62273571,beets,11
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,73,1596.07114,4.55307403,beets,11
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,81,1738.021354,4.531390813,beets,11
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,75,1557.160501,4.522895655,beets,11
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,349,2445.983794,4.221349316,cherries,12
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,361,2532.793777,4.239618167,cherries,12
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,350,2721.715696,4.244764366,cherries,12
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,357,3021.969067,4.217133167,cherries,12
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,351,1845.122355,4.194859476,cherries,12
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,323,3259.536429,4.268284712,cherries,12
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,372,1388.219253,4.216014179,cherries,12
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,328,1014.676412,4.25747226,cherries,12
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,332,1041.273164,4.216244234,cherries,12
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,355,3130.438463,4.3159492,cherries,12
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,352,3283.270095,4.329615112,cherries,12
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,377,779.1502268,4.205105253,cherries,12
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,332,2394.199759,4.235036117,cherries,12
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,358,1443.37452,4.202413721,cherries,12
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,377,731.6266992,4.222968841,cherries,12
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,355,2324.613961,4.30445458,cherries,12
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,377,887.8072951,4.23757341,cherries,12
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,344,1421.817884,4.282296699,cherries,12
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,347,1645.873691,4.257915987,cherries,12
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,344,2448.168293,4.197544644,cherries,12
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,385,2960.147765,4.293773233,cherries,12
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,367,1665.161849,4.21848743,cherries,12
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,367,2143.20874,4.250960946,cherries,12
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,347,2523.49934,4.263834194,cherries,12
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,339,1484.409663,4.25925632,cherries,12
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,369,1010.402364,4.24374302,cherries,12
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,348,1946.702685,4.307289855,cherries,12
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,328,1039.472489,4.221041734,cherries,12
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,350,3130.413921,4.200227174,cherries,12
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,362,3204.865084,4.252881735,cherries,12
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,364,2741.993631,4.324603716,cherries,12
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,336,1374.541646,4.307937694,cherries,12
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,369,2967.226962,4.212712102,cherries,12
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,352,1705.776694,4.210414763,cherries,12
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,358,872.0793765,4.244117157,cherries,12
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,362,1358.166218,4.284367703,cherries,12
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,336,1649.518433,4.277583923,cherries,12
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,380,2090.610184,4.304203844,cherries,12
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,343,2806.549414,4.232976057,cherries,12
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,346,953.9961166,4.190709108,cherries,12
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,367,909.3929716,4.279203097,cherries,12
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,368,2036.170724,4.220072382,cherries,12
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,340,1299.063438,4.322833649,cherries,12
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,332,1799.047925,4.195656646,cherries,12
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,342,2816.861892,4.200269423,cherries,12
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,364,2592.750186,4.282620797,cherries,12
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,338,2313.592162,4.308680385,cherries,12
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,379,3336.853095,4.244041898,cherries,12
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,331,2247.915978,4.276063994,cherries,12
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,380,1744.872901,4.325831202,cherries,12
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,356,866.1649513,4.225252026,cherries,12
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,357,2585.212957,4.189820685,cherries,12
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,336,1657.301197,4.280798385,cherries,12
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,346,2394.786069,4.206696999,cherries,12
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,357,858.0704358,4.194162916,cherries,12
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,375,1205.763782,4.285438285,cherries,12
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,368,1251.598499,4.284979109,cherries,12
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,334,1520.154262,4.311578413,cherries,12
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,361,1614.22253,4.22172506,cherries,12
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,348,3362.951737,4.203232967,cherries,12
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,375,2751.071916,4.272225526,cherries,12
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,356,1908.505355,4.223528821,cherries,12
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,358,3303.633356,4.317892039,cherries,12
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,377,949.5584533,4.318850526,cherries,12
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,350,1109.858267,4.201703979,cherries,12
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,367,2985.630522,4.313210295,cherries,12
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,360,2121.726856,4.205574573,cherries,12
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,374,1983.420585,4.258532033,cherries,12
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,374,2484.015528,4.211903924,cherries,12
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,352,3199.035156,4.318567763,cherries,12
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,351,1464.989843,4.260806663,cherries,12
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,324,1989.456617,4.260121081,cherries,12
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,369,1226.617994,4.328381188,cherries,12
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,369,1753.936956,4.254140762,cherries,12
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,360,2173.982031,4.25290368,cherries,12
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,345,3425.008036,4.320106661,cherries,12
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,349,1460.106735,4.295532536,cherries,12
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,347,2410.899822,4.246354448,cherries,12
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,371,2860.630803,4.277082915,cherries,12
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,376,3424.606245,4.261567636,cherries,12
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,358,2889.414249,4.258660329,cherries,12
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,364,1574.923951,4.313417116,cherries,12
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,333,1350.185076,4.213232588,cherries,12
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,382,1702.912183,4.252455925,cherries,12
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,375,1592.406479,4.21702134,cherries,12
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,334,2143.9831,4.267146317,cherries,12
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,344,2095.530812,4.318942978,cherries,12
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,347,3404.383228,4.304992089,cherries,12
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,378,904.2417054,4.209789302,cherries,12
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,355,1455.208613,4.31442526,cherries,12
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,377,1048.342972,4.273276155,cherries,12
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,338,814.4005346,4.323657199,cherries,12
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,335,2315.482964,4.261565572,cherries,12
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,367,769.8185669,4.254777634,cherries,12
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,339,1075.281834,4.282212244,cherries,12
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,361,790.3289157,4.240290596,cherries,12
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,384,2065.937208,4.215088585,cherries,12
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,350,2259.19983,4.268649194,cherries,12
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,356,1561.634086,4.213555449,cherries,12
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,373,821.3804744,4.204814634,cherries,12
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,195,2142.286967,4.001085085,plums,13
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,193,2101.826662,3.868576922,plums,13
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,185,2068.877433,4.061157765,plums,13
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,172,2185.313793,4.07682976,plums,13
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,167,2162.237665,3.758298241,plums,13
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,161,2183.300677,3.914344056,plums,13
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,157,2313.275772,4.074082813,plums,13
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,160,2330.92869,4.102037984,plums,13
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,149,2238.130368,4.01821185,plums,13
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,185,2192.68233,3.808403967,plums,13
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,161,2120.595573,4.072916471,plums,13
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,148,2024.084516,4.003494911,plums,13
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,158,2128.143774,4.070281221,plums,13
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,178,2244.471969,3.732760086,plums,13
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,167,2062.958447,3.786224341,plums,13
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,158,2168.696358,3.811554264,plums,13
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,168,2402.113158,4.073136557,plums,13
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,185,2234.448816,4.068161781,plums,13
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,149,2365.192759,4.090987108,plums,13
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,171,2009.60959,3.811242427,plums,13
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,169,2298.741161,4.105217042,plums,13
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,157,2166.498098,3.921691255,plums,13
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,188,2173.6579,4.050954899,plums,13
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,166,2212.342152,3.716652785,plums,13
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,164,2256.751317,3.85123695,plums,13
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,137,2304.483922,3.868108098,plums,13
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,162,1981.872743,3.898352717,plums,13
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,175,2055.282835,4.064405575,plums,13
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,194,2114.502694,4.030617004,plums,13
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,168,2198.635426,3.901159941,plums,13
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,178,2039.039103,3.892052614,plums,13
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,161,2118.104344,4.0223048,plums,13
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,165,2059.506264,4.065048424,plums,13
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,151,2047.375412,3.954980995,plums,13
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,157,2265.104614,3.920596345,plums,13
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,176,2270.29153,3.995165822,plums,13
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,181,2203.857337,3.815497526,plums,13
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,192,2186.03468,4.012892392,plums,13
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,172,2355.478638,3.851464559,plums,13
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,142,2076.105961,3.901534852,plums,13
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,170,2106.214317,4.051426944,plums,13
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,151,2244.331954,3.796140105,plums,13
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,145,2163.620131,3.763681109,plums,13
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,164,2399.286261,4.067460942,plums,13
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,168,1964.873688,3.965604037,plums,13
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,169,2042.157681,4.061426908,plums,13
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,157,2288.687558,4.085667163,plums,13
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,142,2350.547667,4.038492398,plums,13
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,184,2019.422761,4.034159476,plums,13
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,175,2102.142925,3.917897041,plums,13
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,172,2121.236145,3.913732331,plums,13
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,151,2009.063483,3.942690089,plums,13
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,153,2123.815364,4.019158193,plums,13
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,154,2338.699264,3.964709909,plums,13
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,158,2126.788153,3.894113252,plums,13
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,184,2138.715544,3.956240142,plums,13
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,190,2109.262013,3.9036363,plums,13
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,185,2276.512467,4.011456032,plums,13
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,150,2093.07074,4.050037844,plums,13
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,142,2137.242172,3.964748112,plums,13
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,168,2108.441627,4.049023676,plums,13
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,173,2123.385864,3.820764299,plums,13
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,170,2347.058492,3.851504597,plums,13
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,166,2299.175031,3.833994569,plums,13
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,172,2182.699731,3.721385816,plums,13
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,161,1980.253183,3.811296089,plums,13
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,174,2013.463689,4.021160104,plums,13
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,149,2107.096757,3.898171318,plums,13
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,163,2143.810377,3.991688943,plums,13
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,178,2061.991358,3.922432773,plums,13
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,169,2262.215012,4.093990965,plums,13
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,197,2171.580535,3.862666222,plums,13
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,156,2216.501798,4.105602164,plums,13
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,174,2339.368971,3.782208629,plums,13
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,142,2320.615506,4.10692839,plums,13
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,140,2241.81937,3.74160349,plums,13
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,144,2166.971063,3.961010018,plums,13
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,149,2139.523198,3.888108842,plums,13
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,171,2218.974134,3.947133307,plums,13
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,182,2250.851688,3.719133258,plums,13
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,193,2186.97427,3.803928166,plums,13
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,146,2119.245573,3.907183204,plums,13
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,163,2148.827603,3.811249723,plums,13
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,190,2237.511649,4.069291623,plums,13
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,150,2261.216446,3.730791272,plums,13
